Name,Description,styleUrl,NameEN,Power,ChargeCoreDescription,Address,Latitude,Longitude,Provider,Coordinates
โลตัส หลักสี่,"Name-EN: Lotus's Lak Si<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: เลขที่ 599 ม. 3 ถ.พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน กทม. 10220<br>Latitude: 13.87966902768068<br>Longitude: 100.6000378561918<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Lak Si,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",เลขที่ 599 ม. 3 ถ.พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน กทม. 10220,13.87966902768068,100.6000378561918,Altervim,"
            100.600037856192,13.8796690276807,0
          "
โลตัส ลาดพร้าว,"Name-EN: Lotus's Ladprao<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 1190 ถ. พหลโยธิน แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900<br>Latitude: 13.81843175004459<br>Longitude: 100.5633641957669<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Ladprao,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",1190 ถ. พหลโยธิน แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900,13.81843175004459,100.5633641957669,Altervim,"
            100.563364195767,13.8184317500446,0
          "
โลตัส แจ้งวัฒนะ,"Name-EN: Lotus's Chaengwattana<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: เลขที่ 300 ม.1 ถ.แจ้งวัฒนะ แขวงทุ่งสองห้อง เขตหลักสี่ กทม. 10210<br>Latitude: 13.89580422139578<br>Longitude: 100.5564390936948<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Chaengwattana,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",เลขที่ 300 ม.1 ถ.แจ้งวัฒนะ แขวงทุ่งสองห้อง เขตหลักสี่ กทม. 10210,13.89580422139578,100.5564390936948,Altervim,"
            100.556439093695,13.8958042213958,0
          "
โลตัส สุขาภิบาล 3,"Name-EN: Lotus's (Sukhaphiban 3)<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: เลขที่ 101,101/1 ถ.รามคำแหง แขวงมีนบุรี เขตมีนบุรี กทม. 10510<br>Latitude: 13.807364<br>Longitude: 100.725035<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's (Sukhaphiban 3),150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW","เลขที่ 101,101/1 ถ.รามคำแหง แขวงมีนบุรี เขตมีนบุรี กทม. 10510",13.807364,100.725035,Altervim,"
            100.725035,13.807364,0
          "
โลตัส จรัญสนิทวงศ์ 70,"Name-EN: Lotus's Charan Sanitwong 70<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 244 ซ.จรัญสนิทวงศ์ ถ.จรัญสนิทวงศ์ แขวงบางพลัด เขตบางพลัด กทม. 10700<br>Latitude: 13.78826<br>Longitude: 100.50189<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Charan Sanitwong 70,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",244 ซ.จรัญสนิทวงศ์ ถ.จรัญสนิทวงศ์ แขวงบางพลัด เขตบางพลัด กทม. 10700,13.78826,100.50189,Altervim,"
            100.50189,13.78826,0
          "
โลตัส บางปะกอก,"Name-EN: Lotus's Bangpakok												<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 538/2 ม.4 แขวงบางปะกอก เขตราษฎร์บูรณะ กทม 10140<br>Latitude: 13.67701<br>Longitude: 100.50105<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Bangpakok												,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",538/2 ม.4 แขวงบางปะกอก เขตราษฎร์บูรณะ กทม 10140,13.67701,100.50105,Altervim,"
            100.50105,13.67701,0
          "
โลตัส บางแค,"Name-EN: Lotus’s Bang Khae<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 266 ถ. เพชรเกษม แขวงบางแคเหนือ เขตบางแค กทม. 10160<br>Latitude: 13.71269026247377<br>Longitude: 100.4191148966803<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Bang Khae,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",266 ถ. เพชรเกษม แขวงบางแคเหนือ เขตบางแค กทม. 10160,13.71269026247377,100.4191148966803,Altervim,"
            100.41911489668,13.7126902624738,0
          "
โลตัส หนองจอก,"Name-EN: Lotus’s Nong Chok<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 46 ถนน เชื่อมสัมพันธ์ แขวงกระทุ่มราย เขตหนองจอก กรุงเทพมหานคร 10530<br>Latitude: 13.85106612489866<br>Longitude: 100.8599958236716<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Nong Chok,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",46 ถนน เชื่อมสัมพันธ์ แขวงกระทุ่มราย เขตหนองจอก กรุงเทพมหานคร 10530,13.85106612489866,100.8599958236716,Altervim,"
            100.859995823672,13.8510661248987,0
          "
โลตัส อ่อนนุช 80,"Name-EN: Lotus’s On Nut 80<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 172/5 ถ.อ่อนนุช แขวงประเวศ เขตประเวศ กทม.10250<br>Latitude: 13.7178<br>Longitude: 100.6703<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s On Nut 80,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",172/5 ถ.อ่อนนุช แขวงประเวศ เขตประเวศ กทม.10250,13.7178,100.6703,Altervim,"
            100.6703,13.7178,0
          "
โลตัส ลาดกระบัง,"Name-EN: Lotus's Lat Krabang<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 362 ถ. หลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพมหานคร 10520<br>Latitude: 13.71947<br>Longitude: 100.7931<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Lat Krabang,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",362 ถ. หลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพมหานคร 10520,13.71947,100.7931,Altervim,"
            100.7931,13.71947,0
          "
โลตัส ประชาอุทิศ,"Name-EN: Lotus's Pracha Uthit<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address:  137 1 ถ. ประชาอุทิศ แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร 10140<br>Latitude: 13.63867<br>Longitude: 100.50035<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Pracha Uthit,60 kW,"2x CCS2: 60 kW, Type2: 11 kW", 137 1 ถ. ประชาอุทิศ แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร 10140,13.63867,100.50035,Altervim,"
            100.50035,13.63867,0
          "
โลตัส เลียบคลองสอง,"Name-EN: Lotus's Liap Khlong Song<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: เลขที่ 153 ถ.เลียบคลองสอง แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510<br>Latitude: 13.86142880218416<br>Longitude: 100.6998474280877<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Liap Khlong Song,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",เลขที่ 153 ถ.เลียบคลองสอง แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510,13.86142880218416,100.6998474280877,Altervim,"
            100.699847428088,13.8614288021842,0
          "
โลตัส นางรอง,"Name-EN: Lotus’s Nang Rong<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 904/7 ถ.โชคชัย - เดชอุดม ต.นางรอง อ.นางรอง จ.บุรีรัมย์ 31110<br>Latitude: 14.63669<br>Longitude: 102.7765<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Nang Rong,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",904/7 ถ.โชคชัย - เดชอุดม ต.นางรอง อ.นางรอง จ.บุรีรัมย์ 31110,14.63669,102.7765,Altervim,"
            102.7765,14.63669,0
          "
โลตัส พัทยาใต้,"Name-EN: Lotus's South Pattaya<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: เลขที่ 408/2 ม. 12 ถ.สุขุมวิท ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150<br>Latitude: 12.9061847<br>Longitude: 100.894688<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's South Pattaya,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",เลขที่ 408/2 ม. 12 ถ.สุขุมวิท ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,12.9061847,100.894688,Altervim,"
            100.894688,12.9061847,0
          "
โลตัส พัทยาเหนือ,"Name-EN: Lotus's North Pattaya<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 221/19 ม.5 ถ.พัทยาเหนือ ต.นาเกลือ อ.บางละมุง จ.ชลบุรี<br>Latitude: 12.9508<br>Longitude: 100.89338<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's North Pattaya,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",221/19 ม.5 ถ.พัทยาเหนือ ต.นาเกลือ อ.บางละมุง จ.ชลบุรี,12.9508,100.89338,Altervim,"
            100.89338,12.9508,0
          "
โลตัส อู่ตะเภา,"Name-EN: Lotus’s U-Tapao<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 26/62 ม. 1 ต.พลูตาหลวง อ.สัตหีบ จ.ชลบุรี 20180<br>Latitude: 12.69254<br>Longitude: 100.97612<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s U-Tapao,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",26/62 ม. 1 ต.พลูตาหลวง อ.สัตหีบ จ.ชลบุรี 20180,12.69254,100.97612,Altervim,"
            100.97612,12.69254,0
          "
โลตัส บ้านสวน,"Name-EN: Lotus's Ban Suan<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 57/37 ม.6 ต.บ้านสวน อ.เมืองชลบุรี จ.ชลบุรี 20000<br>Latitude: 13.35348<br>Longitude: 101.00257<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Ban Suan,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",57/37 ม.6 ต.บ้านสวน อ.เมืองชลบุรี จ.ชลบุรี 20000,13.35348,101.00257,Altervim,"
            101.00257,13.35348,0
          "
โลตัส บ้านบึง,"Name-EN: Lotus's Ban Bueng<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 64 ถ.บ้านบึง-บ้านค่าย ต.บ้านบึง อ.บ้านบึง จ.ชลบุรี 20170<br>Latitude: 13.3056082<br>Longitude: 101.1212344<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Ban Bueng,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",64 ถ.บ้านบึง-บ้านค่าย ต.บ้านบึง อ.บ้านบึง จ.ชลบุรี 20170,13.3056082,101.1212344,Altervim,"
            101.1212344,13.3056082,0
          "
โลตัส บ่อวิน ,"Name-EN: Lotus's Bowin<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: เลขที่ 114/46 ม. 3 ต.บ่อวิน อ.ศรีราชา จ.ชลบุรี 20110<br>Latitude: 13.03482043033877<br>Longitude: 101.0903550643659<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Bowin,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",เลขที่ 114/46 ม. 3 ต.บ่อวิน อ.ศรีราชา จ.ชลบุรี 20110,13.03482043033877,101.0903550643659,Altervim,"
            101.090355064366,13.0348204303388,0
          "
โลตัส นครชัยศรี,"Name-EN: Lotus's Nakhon Chai Si<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address:  68/2 หมู่ที่ 2 ถ.เพชรเกษม ตำบล ท่าตำหนัก อำเภอนครชัยศรี นครปฐม 73120<br>Latitude: 13.79324294784488<br>Longitude: 100.1718754141685<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Nakhon Chai Si,60 kW,"2x CCS2: 60 kW, Type2: 11 kW", 68/2 หมู่ที่ 2 ถ.เพชรเกษม ตำบล ท่าตำหนัก อำเภอนครชัยศรี นครปฐม 73120,13.79324294784488,100.1718754141685,Altervim,"
            100.171875414168,13.7932429478449,0
          "
​โลตัส บางปะกง,"Name-EN: Lotus's Bangpakong<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 99 หมู่ที่ 2 ตำบล บางวัว อำเภอบางปะกง จ.ฉะเชิงเทรา 24180<br>Latitude: 13.55049<br>Longitude: 100.95999<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Bangpakong,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",99 หมู่ที่ 2 ตำบล บางวัว อำเภอบางปะกง จ.ฉะเชิงเทรา 24180,13.55049,100.95999,Altervim,"
            100.95999,13.55049,0
          "
โลตัส เชียงใหม่คำเที่ยง,"Name-EN: Lotus’s Chiang Mai Kham Thiang<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 19 ถ.ตลาดคำเที่ยง ต.ป่าตัน อ.เมือง จ.เชียงใหม่ 50300<br>Latitude: 18.8083972<br>Longitude: 98.9969404<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Chiang Mai Kham Thiang,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",19 ถ.ตลาดคำเที่ยง ต.ป่าตัน อ.เมือง จ.เชียงใหม่ 50300,18.8083972,98.9969404,Altervim,"
            98.9969404,18.8083972,0
          "
โลตัส เชียงใหม่ หางดง,"Name-EN: Lotus’s Chiang Mai Hangdong<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 132 ม.1 ต.ป่าแดด อ.เมือง จ.เชียงใหม่ 50100<br>Latitude: 18.75881<br>Longitude: 98.97237<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Chiang Mai Hangdong,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",132 ม.1 ต.ป่าแดด อ.เมือง จ.เชียงใหม่ 50100,18.75881,98.97237,Altervim,"
            98.97237,18.75881,0
          "
โลตัส จอมทอง,"Name-EN: โลตัส จอมทอง<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 100 ม.11 ต.ข่วงเปา อ.จอมทอง จ.เชียงใหม่ 50160<br>Latitude: 18.42984<br>Longitude: 98.6812<br>Provider: Altervim",#icon-1899-DB4436-labelson,โลตัส จอมทอง,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",100 ม.11 ต.ข่วงเปา อ.จอมทอง จ.เชียงใหม่ 50160,18.42984,98.6812,Altervim,"
            98.6812,18.42984,0
          "
โลตัส ชัยนาท,"Name-EN: Lotus's Chai Nat<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 364/25 ถ.ทางหลวงหมายเลข 340 ต.บ้านกล้วย อ.เมือง จ.ชัยนาท 17000<br>Latitude: 15.1827<br>Longitude: 100.1336<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Chai Nat,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",364/25 ถ.ทางหลวงหมายเลข 340 ต.บ้านกล้วย อ.เมือง จ.ชัยนาท 17000,15.1827,100.1336,Altervim,"
            100.1336,15.1827,0
          "
โลตัส ชุมพร,"Name-EN: Lotus's Chumphon<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: เลขที่ 176 ม. 3 ต.วังไผ่ อ.เมืองชุมพร จ.ชุมพร 86000<br>Latitude: 10.50364077457516<br>Longitude: 99.13846752534337<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Chumphon,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",เลขที่ 176 ม. 3 ต.วังไผ่ อ.เมืองชุมพร จ.ชุมพร 86000,10.50364077457516,99.13846752534337,Altervim,"
            99.1384675253434,10.5036407745752,0
          "
โลตัส จันทบุรี,"Name-EN: Lotus’s Chanthaburi<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 25/4 ถนน พระยาตรัง ตำบล ท่าช้าง อำเภอเมืองจันทบุรี จันทบุรี 22000<br>Latitude: 12.61586626488968<br>Longitude: 102.1017046681119<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Chanthaburi,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",25/4 ถนน พระยาตรัง ตำบล ท่าช้าง อำเภอเมืองจันทบุรี จันทบุรี 22000,12.61586626488968,102.1017046681119,Altervim,"
            102.101704668112,12.6158662648897,0
          "
โลตัส ขอนแก่น 2,"Name-EN: Lotus's Khon Kaen 2<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 709 ถ. มิตรภาพ ตำบล ศิลา อำเภอเมืองขอนแก่น ขอนแก่น 40000<br>Latitude: 16.49225273298925<br>Longitude: 102.8312497514059<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Khon Kaen 2,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",709 ถ. มิตรภาพ ตำบล ศิลา อำเภอเมืองขอนแก่น ขอนแก่น 40000,16.49225273298925,102.8312497514059,Altervim,"
            102.831249751406,16.4922527329893,0
          "
โลตัส ขอนแก่น,"Name-EN: Lotus's Khonkaen<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 356 ม.3 ถ.มิตรภาพ ต.เมืองเก่า อ.เมือง จ.ขอนแก่น 40000<br>Latitude: 16.40078<br>Longitude: 102.81665<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Khonkaen,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",356 ม.3 ถ.มิตรภาพ ต.เมืองเก่า อ.เมือง จ.ขอนแก่น 40000,16.40078,102.81665,Altervim,"
            102.81665,16.40078,0
          "
โลตัส พล,"Name-EN: Lotus’s Phon<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 11 ถ.มิตรภาพ ต.เมืองพล อ.พล จ.ขอนแก่น 40120<br>Latitude: 15.80293<br>Longitude: 102.60606<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Phon,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",11 ถ.มิตรภาพ ต.เมืองพล อ.พล จ.ขอนแก่น 40120,15.80293,102.60606,Altervim,"
            102.60606,15.80293,0
          "
โลตัส กาญจนบุรี,"Name-EN: Lotus's Kanchanaburi<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 355/3 ถ. แสงชูโต ตำบล ปากแพรก อำเภอเมืองกาญจนบุรี กาญจนบุรี 71000<br>Latitude: 14.00429<br>Longitude: 99.54448<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Kanchanaburi,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",355/3 ถ. แสงชูโต ตำบล ปากแพรก อำเภอเมืองกาญจนบุรี กาญจนบุรี 71000,14.00429,99.54448,Altervim,"
            99.54448,14.00429,0
          "
โลตัส เลย,"Name-EN: Lotus's Loei<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 99 ม. 8 ต.นาอาน อ.เมืองเลย จ.เลย 42000<br>Latitude: 17.43675<br>Longitude: 101.7242<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Loei,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",99 ม. 8 ต.นาอาน อ.เมืองเลย จ.เลย 42000,17.43675,101.7242,Altervim,"
            101.7242,17.43675,0
          "
